[3.572999954223633, 3.5840001106262207, inf, 3.558000087738037, 3.575000047683716, 3.569999933242798, 3.615000009536743, 3.6010000705718994, 3.6029999256134033, 3.6029999256134033, inf, 3.5799999237060547, 3.497999906539917, 3.4590001106262207, 3.4579999446868896, 3.503999948501587, 3.513000011444092, 3.500999927520752, inf, 3.5220000743865967, 3.5199999809265137, 3.569999933242798, 3.565000057220459, 3.5850000381469727, 3.736999988555908, 3.749000072479248, inf, 3.765000104904175, 3.7690000534057617, 3.7790000438690186, 3.7909998893737793, 3.802000045776367, 2.2980000972747803, inf, 2.109999895095825, 2.2170000076293945, inf, 3.2890000343322754, 3.1619999408721924, 3.065000057220459, 2.9649999141693115, 2.859999895095825, 2.7679998874664307, 2.6659998893737793, inf, 2.6040000915527344, 2.5280001163482666, 2.436000108718872, 2.3929998874664307, 2.3340001106262207, 2.2750000953674316, 2.2209999561309814, 2.197000026702881, inf, 2.1429998874664307, 2.0969998836517334, 2.065999984741211, 2.0220000743865967, 1.9839999675750732, 1.9570000171661377, 1.9290000200271606, 1.899999976158142, 1.8639999628067017, inf, 1.8300000429153442, 1.8200000524520874, 1.784999966621399, 1.753999948501587, 1.7230000495910645, 1.621000051498413, 1.5549999475479126, 1.531000018119812, 1.3990000486373901, inf, 1.4129999876022339, 1.4270000457763672, 1.36899995803833, 1.3250000476837158, 1.2940000295639038, 1.2790000438690186, 1.2769999504089355, inf, 1.277999997138977, 1.2760000228881836, 1.2649999856948853, 1.2649999856948853, 1.3539999723434448, 1.3420000076293945, 1.3250000476837158, inf, 1.3250000476837158, 1.3899999856948853, 1.4780000448226929, 1.4769999980926514, 1.468999981880188, 1.465999960899353, inf, 1.465000033378601, 1.4639999866485596, 1.4620000123977661, 1.4600000381469727, 1.4539999961853027, 1.465000033378601, 1.4570000171661377, 1.465999960899353, inf, 1.4780000448226929, inf, 0.5659999847412109, 0.546999990940094, 0.5320000052452087, 0.4729999899864197, inf, 0.4699999988079071, 0.4690000116825104, 0.4699999988079071, 0.47099998593330383, 0.46799999475479126, 0.4690000116825104, inf, 0.4690000116825104, 0.4699999988079071, 0.4699999988079071, 0.47200000286102295, 0.4729999899864197, 0.4749999940395355, 0.4749999940395355, 0.4779999852180481, 0.47999998927116394, inf, 0.4830000102519989, inf, 0.6190000176429749, 0.6110000014305115, 0.6359999775886536, 0.6460000276565552, 0.6309999823570251, 0.6179999709129333, 0.6069999933242798, inf, 0.6970000267028809, 0.6830000281333923, 0.675000011920929, 0.6639999747276306, inf, 1.1959999799728394, 1.1779999732971191, inf, 1.1540000438690186, 1.1349999904632568, 1.1150000095367432, 1.0980000495910645, 1.0779999494552612, 1.0640000104904175, 1.0460000038146973, 1.031000018119812, 1.0180000066757202, inf, 1.00600004196167, 0.9929999709129333, 0.9789999723434448, 0.9679999947547913, 0.9570000171661377, 0.9459999799728394, 0.9359999895095825, inf, 0.9279999732971191, 0.9200000166893005, 0.9139999747276306, 0.9010000228881836, 0.8980000019073486, 0.8899999856948853, 0.8830000162124634, 0.8759999871253967, inf, 0.8690000176429749, 0.8669999837875366, 0.8600000143051147, 0.8579999804496765, 0.8560000061988831, 0.8529999852180481, 0.8510000109672546, inf, 0.7250000238418579, inf, 0.7509999871253967, 0.7429999709129333, inf, 0.7710000276565552, inf, 0.3019999861717224, inf, 0.39100000262260437, 0.38600000739097595, 0.3779999911785126, 0.36800000071525574, 0.4020000100135803, inf, inf, inf, 0.2280000001192093, 0.23199999332427979, inf, 0.2370000034570694, inf, 0.23899999260902405, inf, 0.24500000476837158, inf, 0.2290000021457672, 0.22200000286102295, inf, 0.23100000619888306, inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.23499999940395355, inf, 0.2290000021457672, 0.2199999988079071, 0.22300000488758087, 0.21400000154972076, inf, inf, inf, inf, inf, inf, 0.1979999989271164, 0.19300000369548798, 0.18700000643730164, 0.1860000044107437, 0.18400000035762787, 0.18000000715255737, 0.17800000309944153, inf, 0.18000000715255737, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.19099999964237213, 0.1860000044107437, inf, 0.21299999952316284, 0.17800000309944153, inf, inf, inf, inf, inf, 0.22100000083446503, 0.22100000083446503, 0.21799999475479126, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.289000004529953, 0.8560000061988831, inf, inf, 0.2879999876022339, 0.7960000038146973, inf, 0.7820000052452087, inf, 0.7850000262260437, inf, 0.8069999814033508, 0.796999990940094, 0.7960000038146973, inf, inf, inf, 0.7689999938011169, 0.7670000195503235, 0.7450000047683716, 0.7749999761581421, inf, 0.9179999828338623, 0.765999972820282, 0.7549999952316284, 0.75, 0.7379999756813049, 0.7360000014305115, 0.7350000143051147, 0.7319999933242798, 0.7269999980926514, inf, 0.7210000157356262, 0.7319999933242798, 0.7350000143051147, 0.7509999871253967, 0.7590000033378601, 0.8840000033378601, inf, 0.9399999976158142, 0.9769999980926514, 1.0889999866485596, 1.0609999895095825, 1.003999948501587, 0.9539999961853027, inf, inf, inf, inf, 2.4590001106262207, 2.364000082015991, 2.421999931335449, 2.4489998817443848, 2.4519999027252197, inf, 2.4509999752044678, 2.9570000171661377, 3.0190000534057617, 3.115000009536743, 3.180999994277954, 3.2070000171661377, inf, 7.4770002365112305, 7.138999938964844, 5.854000091552734, inf, 3.9700000286102295, 3.861999988555908, 3.749000072479248, 3.6070001125335693, inf, 3.4860000610351562, 3.3889999389648438, 3.305999994277954, 3.628000020980835, 3.7909998893737793, 3.7769999504089355, 3.763000011444092, inf, 3.756999969482422, 3.756999969482422, 3.740999937057495, inf, inf]
---
